plant_id,similar_plants
2339,"[{'plant_id': 437, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 442, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 440, 'common_name': 'mountain thistle', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2823, 'common_name': 'torch ginger', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 436, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2340,"[{'plant_id': 2480, 'common_name': 'dietes', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1030, 'common_name': 'Ming fern', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1047, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1046, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1563, 'common_name': 'Dalmation bellflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2341,"[{'plant_id': 2342, 'common_name': 'candle larkspur', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2343, 'common_name': 'candle larkspur', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2344, 'common_name': 'candle larkspur', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2418, 'common_name': 'dianthus', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1859, 'common_name': 'chrysanthemum', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2342,"[{'plant_id': 2341, 'common_name': 'delphinium', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2343, 'common_name': 'candle larkspur', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2344, 'common_name': 'candle larkspur', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2418, 'common_name': 'dianthus', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1859, 'common_name': 'chrysanthemum', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2343,"[{'plant_id': 2341, 'common_name': 'delphinium', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2342, 'common_name': 'candle larkspur', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2344, 'common_name': 'candle larkspur', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2418, 'common_name': 'dianthus', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1859, 'common_name': 'chrysanthemum', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2344,"[{'plant_id': 2341, 'common_name': 'delphinium', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2342, 'common_name': 'candle larkspur', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2343, 'common_name': 'candle larkspur', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2418, 'common_name': 'dianthus', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1859, 'common_name': 'chrysanthemum', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2345,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1034, 'common_name': ""king's spear"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1045, 'common_name': 'michaelmas daisy', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2346,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1034, 'common_name': ""king's spear"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1045, 'common_name': 'michaelmas daisy', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2347,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1034, 'common_name': ""king's spear"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1045, 'common_name': 'michaelmas daisy', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2348,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1034, 'common_name': ""king's spear"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1045, 'common_name': 'michaelmas daisy', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2349,"[{'plant_id': 2480, 'common_name': 'dietes', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1030, 'common_name': 'Ming fern', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1047, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1046, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1563, 'common_name': 'Dalmation bellflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2350,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1034, 'common_name': ""king's spear"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1045, 'common_name': 'michaelmas daisy', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2351,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1034, 'common_name': ""king's spear"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1045, 'common_name': 'michaelmas daisy', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2352,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1034, 'common_name': ""king's spear"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1045, 'common_name': 'michaelmas daisy', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2353,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1034, 'common_name': ""king's spear"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1045, 'common_name': 'michaelmas daisy', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2354,"[{'plant_id': 549, 'common_name': 'urn plant', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2279, 'common_name': 'orchid', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2512, 'common_name': 'leatherwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2129, 'common_name': 'kousa dogwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2955, 'common_name': 'weeping fig', 'cycle': 'Perennial', 'watering': 'Average'}]"
2355,"[{'plant_id': 2555, 'common_name': 'male fern', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2550, 'common_name': 'wood fern', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2445, 'common_name': 'American beakgrain', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2321, 'common_name': ""hare's foot fern"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2546, 'common_name': 'buckler fern', 'cycle': 'Perennial', 'watering': 'Average'}]"
2356,"[{'plant_id': 1649, 'common_name': 'Japanese grass sedge', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1670, 'common_name': 'sedge', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2463, 'common_name': 'soft tree fern', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2447, 'common_name': 'American beakgrain', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2293, 'common_name': 'lady slipper', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
2357,"[{'plant_id': 2555, 'common_name': 'male fern', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2550, 'common_name': 'wood fern', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2445, 'common_name': 'American beakgrain', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2321, 'common_name': ""hare's foot fern"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2546, 'common_name': 'buckler fern', 'cycle': 'Perennial', 'watering': 'Average'}]"
2358,"[{'plant_id': 2359, 'common_name': 'tufted hair grass', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2173, 'common_name': 'smoketree', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 248, 'common_name': 'Cherokee Princess Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2183, 'common_name': 'rock cotoneaster', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 250, 'common_name': 'Red Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2359,"[{'plant_id': 2358, 'common_name': 'tufted hair grass', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2173, 'common_name': 'smoketree', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 248, 'common_name': 'Cherokee Princess Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2183, 'common_name': 'rock cotoneaster', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 250, 'common_name': 'Red Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2360,"[{'plant_id': 2358, 'common_name': 'tufted hair grass', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2173, 'common_name': 'smoketree', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 248, 'common_name': 'Cherokee Princess Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2183, 'common_name': 'rock cotoneaster', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 250, 'common_name': 'Red Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2361,"[{'plant_id': 2358, 'common_name': 'tufted hair grass', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2173, 'common_name': 'smoketree', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 248, 'common_name': 'Cherokee Princess Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2183, 'common_name': 'rock cotoneaster', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 250, 'common_name': 'Red Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2362,"[{'plant_id': 1540, 'common_name': 'camellia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2112, 'common_name': 'bunchberry', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1612, 'common_name': 'giant lily', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1613, 'common_name': 'giant lily', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2952, 'common_name': 'red fescue', 'cycle': 'Perennial', 'watering': 'Average'}]"
2363,"[{'plant_id': 1494, 'common_name': ""Bush's poppy mallow"", 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2092, 'common_name': 'threadleaf coreopsis', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2068, 'common_name': 'tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2069, 'common_name': 'tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2070, 'common_name': 'tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
2364,"[{'plant_id': 1697, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1728, 'common_name': 'blue atlas cedar', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1694, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1696, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1698, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}]"
2365,"[{'plant_id': 1494, 'common_name': ""Bush's poppy mallow"", 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2092, 'common_name': 'threadleaf coreopsis', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2068, 'common_name': 'tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2069, 'common_name': 'tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2070, 'common_name': 'tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
2366,"[{'plant_id': 2358, 'common_name': 'tufted hair grass', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2173, 'common_name': 'smoketree', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 248, 'common_name': 'Cherokee Princess Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2183, 'common_name': 'rock cotoneaster', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 250, 'common_name': 'Red Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2367,"[{'plant_id': 2358, 'common_name': 'tufted hair grass', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2173, 'common_name': 'smoketree', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 248, 'common_name': 'Cherokee Princess Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2183, 'common_name': 'rock cotoneaster', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 250, 'common_name': 'Red Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2368,"[{'plant_id': 2358, 'common_name': 'tufted hair grass', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2173, 'common_name': 'smoketree', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 248, 'common_name': 'Cherokee Princess Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2183, 'common_name': 'rock cotoneaster', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 250, 'common_name': 'Red Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2369,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2370,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2371,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2372,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2373,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2374,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2375,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2376,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2377,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2378,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1923, 'common_name': 'Mongolian gold clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 263, 'common_name': 'Golden Cornelian Cherry Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
2379,"[{'plant_id': 987, 'common_name': 'rienga lily', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2719, 'common_name': ""elephant's foot"", 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2742, 'common_name': ""bishop's hat"", 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2750, 'common_name': ""bishop's hat"", 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2748, 'common_name': ""bishop's hat"", 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
2380,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2381,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2382,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2383,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2384,"[{'plant_id': 2480, 'common_name': 'dietes', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1030, 'common_name': 'Ming fern', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1047, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1046, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1563, 'common_name': 'Dalmation bellflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2385,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2386,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2387,"[{'plant_id': 2480, 'common_name': 'dietes', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1030, 'common_name': 'Ming fern', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1047, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1046, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1563, 'common_name': 'Dalmation bellflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
